0,1,2,3,4,5,6,7,8,9,10
other vegetables,salty snack,,,,,,,,,
whole milk,grapes,,,,,,,,,
brown bread,frozen meals,cat food,white bread,,,,,,,
beef,onions,,,,,,,,,
soda,napkins,,,,,,,,,
sausage,whipped/sour cream,misc. beverages,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
chicken,frozen meals,napkins,,,,,,,,
soda,beef,soda,margarine,,,,,,,
liquor (appetizer),tropical fruit,,,,,,,,,
pork,bottled water,,,,,,,,,
root vegetables,cleaner,,,,,,,,,
whole milk,bottled beer,rolls/buns,,,,,,,,
sausage,frozen vegetables,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
flour,grapes,frankfurter,bottled beer,citrus fruit,grapes,other vegetables,cat food,frozen vegetables,,
bottled beer,tropical fruit,,,,,,,,,
pip fruit,butter,,,,,,,,,
whole milk,whole milk,whole milk,yogurt,root vegetables,white bread,shopping bags,other vegetables,,,
curd,UHT-milk,shopping bags,,,,,,,,
herbs,packaged fruit/vegetables,,,,,,,,,
rolls/buns,pastry,butter,processed cheese,other vegetables,whole milk,chocolate,hard cheese,butter,,
pork,soda,rolls/buns,brown bread,,,,,,,
root vegetables,liquor,,,,,,,,,
tropical fruit,chocolate,,,,,,,,,
chocolate,whipped/sour cream,,,,,,,,,
tropical fruit,frozen vegetables,rice,,,,,,,,
other vegetables,soda,soda,napkins,,,,,,,
citrus fruit,frozen meals,,,,,,,,,
soda,long life bakery product,pastry,,,,,,,,
chocolate,long life bakery product,,,,,,,,,
sausage,other vegetables,,,,,,,,,
chocolate,whole milk,yogurt,,,,,,,,
soda,sliced cheese,,,,,,,,,
salty snack,shopping bags,,,,,,,,,
chocolate,whole milk,,,,,,,,,
sausage,zwieback,jam,,,,,,,,
canned beer,soda,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
herbs,vinegar,chocolate,cleaner,,,,,,,
chicken,domestic eggs,white bread,,,,,,,,
whole milk,frozen potato products,,,,,,,,,
ham,pork,pork,soda,,,,,,,
butter,hygiene articles,,,,,,,,,
other vegetables,chewing gum,newspapers,,,,,,,,
yogurt,whole milk,,,,,,,,,
butter,rolls/buns,,,,,,,,,
soda,soda,,,,,,,,,
misc. beverages,dessert,,,,,,,,,
frankfurter,zwieback,other vegetables,liquor,bottled water,,,,,,
canned beer,whipped/sour cream,,,,,,,,,
canned fish,curd,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
other vegetables,sweet spreads,yogurt,,,,,,,,
whole milk,curd,bottled beer,,,,,,,,
pip fruit,candy,,,,,,,,,
ice cream,chicken,rolls/buns,whole milk,,,,,,,
canned beer,canned beer,,,,,,,,,
pork,pastry,,,,,,,,,
semi-finished bread,cereals,,,,,,,,,
shopping bags,cake bar,,,,,,,,,
other vegetables,soda,root vegetables,flower soil/fertilizer,meat,shopping bags,soda,processed cheese,,,
pip fruit,ice cream,newspapers,pastry,,,,,,,
tropical fruit,cream cheese ,,,,,,,,,
domestic eggs,whipped/sour cream,,,,,,,,,
pastry,baking powder,,,,,,,,,
yogurt,other vegetables,red/blush wine,domestic eggs,,,,,,,
UHT-milk,pip fruit,,,,,,,,,
bottled water,whipped/sour cream,,,,,,,,,
tropical fruit,pip fruit,,,,,,,,,
pastry,curd,,,,,,,,,
hygiene articles,semi-finished bread,,,,,,,,,
root vegetables,brown bread,domestic eggs,,,,,,,,
rolls/buns,citrus fruit,snack products,,,,,,,,
pip fruit,shopping bags,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
whole milk,coffee,whole milk,,,,,,,,
citrus fruit,curd,,,,,,,,,
dishes,other vegetables,pastry,,,,,,,,
berries,pip fruit,,,,,,,,,
specialty bar,chocolate,packaged fruit/vegetables,domestic eggs,cream cheese ,,,,,,
curd,whipped/sour cream,,,,,,,,,
red/blush wine,bottled water,,,,,,,,,
pastry,rolls/buns,sliced cheese,tropical fruit,liquor,hygiene articles,dental care,napkins,,,
other vegetables,whole milk,,,,,,,,,
frankfurter,ice cream,soda,,,,,,,,
detergent,cocoa drinks,,,,,,,,,
napkins,napkins,,,,,,,,,
coffee,oil,newspapers,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
sausage,whole milk,prosecco,honey,other vegetables,waffles,shopping bags,artif. sweetener,,,
pork,coffee,margarine,,,,,,,,
processed cheese,mayonnaise,shopping bags,,,,,,,,
other vegetables,whole milk,,,,,,,,,
misc. beverages,yogurt,oil,,,,,,,,
margarine,newspapers,,,,,,,,,
chocolate,frankfurter,yogurt,margarine,canned vegetables,,,,,,
whole milk,citrus fruit,pip fruit,butter,grapes,ice cream,margarine,whipped/sour cream,,,
margarine,UHT-milk,brown bread,,,,,,,,
chocolate,soda,,,,,,,,,
detergent,newspapers,,,,,,,,,
chewing gum,citrus fruit,,,,,,,,,
rolls/buns,misc. beverages,bottled water,decalcifier,semi-finished bread,soda,,,,,
citrus fruit,soda,,,,,,,,,
tropical fruit,dessert,domestic eggs,,,,,,,,
coffee,sausage,bottled water,cream cheese ,,,,,,,
other vegetables,sparkling wine,frozen meals,rolls/buns,,,,,,,
citrus fruit,pastry,,,,,,,,,
flour,chocolate marshmallow,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
fruit/vegetable juice,soft cheese,,,,,,,,,
brown bread,waffles,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
hamburger meat,canned beer,other vegetables,canned fruit,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
frozen vegetables,newspapers,,,,,,,,,
root vegetables,rice,,,,,,,,,
nuts/prunes,onions,,,,,,,,,
bottled water,shopping bags,shopping bags,,,,,,,,
napkins,beef,brown bread,,,,,,,,
whole milk,frozen dessert,popcorn,,,,,,,,
chewing gum,softener,,,,,,,,,
sausage,soda,,,,,,,,,
whole milk,turkey,long life bakery product,,,,,,,,
oil,shopping bags,,,,,,,,,
chocolate,pip fruit,rolls/buns,other vegetables,frozen vegetables,,,,,,
rolls/buns,curd,cat food,,,,,,,,
other vegetables,instant coffee,instant coffee,hygiene articles,,,,,,,
whole milk,organic sausage,specialty bar,yogurt,,,,,,,
shopping bags,root vegetables,,,,,,,,,
canned beer,canned beer,dessert,packaged fruit/vegetables,flour,meat spreads,,,,,
citrus fruit,newspapers,candy,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
specialty chocolate,chewing gum,,,,,,,,,
chewing gum,ice cream,,,,,,,,,
pip fruit,yogurt,,,,,,,,,
dessert,rolls/buns,,,,,,,,,
pork,margarine,,,,,,,,,
tropical fruit,cocoa drinks,,,,,,,,,
whole milk,whole milk,,,,,,,,,
curd,root vegetables,dish cleaner,,,,,,,,
frankfurter,margarine,,,,,,,,,
citrus fruit,beef,,,,,,,,,
bottled water,onions,,,,,,,,,
citrus fruit,waffles,,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
pot plants,domestic eggs,,,,,,,,,
tropical fruit,turkey,salty snack,,,,,,,,
whole milk,citrus fruit,butter,dental care,,,,,,,
sausage,fruit/vegetable juice,bottled water,,,,,,,,
shopping bags,long life bakery product,,,,,,,,,
sausage,whole milk,,,,,,,,,
cream cheese ,misc. beverages,,,,,,,,,
other vegetables,brown bread,whipped/sour cream,,,,,,,,
ham,whole milk,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
soda,rolls/buns,,,,,,,,,
liquor,whole milk,,,,,,,,,
UHT-milk,tropical fruit,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
ham,specialty bar,,,,,,,,,
pork,pork,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
white bread,yogurt,,,,,,,,,
citrus fruit,canned fruit,pip fruit,dessert,,,,,,,
sausage,tropical fruit,frozen vegetables,other vegetables,shopping bags,,,,,,
hamburger meat,bottled beer,brown bread,yogurt,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
UHT-milk,other vegetables,,,,,,,,,
brown bread,shopping bags,,,,,,,,,
sausage,soda,bottled water,,,,,,,,
decalcifier,whole milk,,,,,,,,,
citrus fruit,UHT-milk,,,,,,,,,
hamburger meat,margarine,,,,,,,,,
domestic eggs,chocolate,,,,,,,,,
sliced cheese,skin care,,,,,,,,,
red/blush wine,whipped/sour cream,specialty cheese,abrasive cleaner,,,,,,,
waffles,curd,,,,,,,,,
soda,flower (seeds),jam,,,,,,,,
margarine,rolls/buns,,,,,,,,,
bottled beer,soda,bottled water,cat food,,,,,,,
chicken,margarine,waffles,,,,,,,,
pet care,spread cheese,,,,,,,,,
hard cheese,specialty bar,,,,,,,,,
sausage,butter,,,,,,,,,
waffles,chocolate,,,,,,,,,
specialty bar,curd,,,,,,,,,
yogurt,rolls/buns,domestic eggs,fruit/vegetable juice,,,,,,,
hamburger meat,root vegetables,,,,,,,,,
long life bakery product,butter milk,Instant food products,,,,,,,,
pastry,other vegetables,,,,,,,,,
chicken,whole milk,,,,,,,,,
yogurt,newspapers,,,,,,,,,
canned beer,pip fruit,sugar,,,,,,,,
beverages,soda,,,,,,,,,
yogurt,yogurt,,,,,,,,,
hygiene articles,skin care,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
bottled beer,pip fruit,condensed milk,pot plants,cling film/bags,soda,shopping bags,,,,
whipped/sour cream,sparkling wine,bottled beer,,,,,,,,
kitchen utensil,bottled water,rolls/buns,pasta,bottled water,,,,,,
whole milk,whole milk,cleaner,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
meat,whole milk,,,,,,,,,
liquor (appetizer),hard cheese,yogurt,,,,,,,,
bottled beer,red/blush wine,,,,,,,,,
pork,spread cheese,,,,,,,,,
specialty chocolate,root vegetables,popcorn,soups,,,,,,,
frozen dessert,rolls/buns,,,,,,,,,
UHT-milk,brown bread,,,,,,,,,
ham,pastry,whole milk,specialty bar,tropical fruit,hard cheese,yogurt,candy,,,
citrus fruit,curd,margarine,,,,,,,,
UHT-milk,newspapers,bottled water,,,,,,,,
citrus fruit,curd,,,,,,,,,
chicken,salty snack,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
other vegetables,other vegetables,canned fish,chewing gum,,,,,,,
bottled beer,specialty cheese,,,,,,,,,
cereals,newspapers,,,,,,,,,
newspapers,spread cheese,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
red/blush wine,salty snack,,,,,,,,,
chocolate,yogurt,,,,,,,,,
chicken,bottled water,,,,,,,,,
shopping bags,curd,,,,,,,,,
other vegetables,beef,,,,,,,,,
fruit/vegetable juice,berries,,,,,,,,,
beef,tropical fruit,,,,,,,,,
canned beer,hamburger meat,cake bar,,,,,,,,
soda,bathroom cleaner,,,,,,,,,
yogurt,frozen vegetables,,,,,,,,,
tropical fruit,frozen vegetables,,,,,,,,,
oil,other vegetables,,,,,,,,,
bottled water,yogurt,newspapers,soda,,,,,,,
beverages,bottled water,,,,,,,,,
whole milk,specialty bar,newspapers,,,,,,,,
salt,whole milk,pickled vegetables,,,,,,,,
frankfurter,whole milk,,,,,,,,,
bottled water,yogurt,,,,,,,,,
hamburger meat,dessert,newspapers,,,,,,,,
cat food,domestic eggs,,,,,,,,,
soda,bottled water,,,,,,,,,
rolls/buns,salty snack,bottled water,shopping bags,,,,,,,
ice cream,specialty chocolate,semi-finished bread,,,,,,,,
brown bread,oil,,,,,,,,,
tropical fruit,sausage,dog food,sweet spreads,,,,,,,
chicken,pip fruit,,,,,,,,,
bottled beer,herbs,curd,,,,,,,,
yogurt,UHT-milk,dessert,frozen dessert,,,,,,,
rolls/buns,bottled beer,coffee,pastry,brown bread,brown bread,napkins,napkins,,,
soda,chewing gum,rolls/buns,flour,,,,,,,
citrus fruit,bottled beer,butter milk,,,,,,,,
other vegetables,white bread,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
turkey,semi-finished bread,,,,,,,,,
sausage,whipped/sour cream,specialty bar,,,,,,,,
other vegetables,detergent,,,,,,,,,
domestic eggs,sugar,,,,,,,,,
sausage,pastry,,,,,,,,,
spread cheese,rolls/buns,,,,,,,,,
cream cheese ,candy,,,,,,,,,
misc. beverages,rolls/buns,,,,,,,,,
sausage,bottled beer,,,,,,,,,
soda,beverages,,,,,,,,,
sauces,ice cream,,,,,,,,,
rolls/buns,margarine,,,,,,,,,
pork,curd,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
coffee,soda,,,,,,,,,
detergent,misc. beverages,,,,,,,,,
ice cream,cream cheese ,,,,,,,,,
berries,beverages,pastry,napkins,,,,,,,
frankfurter,soda,chocolate,,,,,,,,
fruit/vegetable juice,pastry,,,,,,,,,
sausage,other vegetables,,,,,,,,,
bottled beer,shopping bags,,,,,,,,,
tropical fruit,artif. sweetener,,,,,,,,,
coffee,soda,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
pip fruit,other vegetables,hard cheese,sausage,rolls/buns,pip fruit,grapes,other vegetables,,,
other vegetables,pip fruit,,,,,,,,,
root vegetables,coffee,sliced cheese,newspapers,,,,,,,
sausage,grapes,,,,,,,,,
other vegetables,tropical fruit,sweet spreads,,,,,,,,
sausage,shopping bags,,,,,,,,,
frankfurter,dishes,rolls/buns,,,,,,,,
beverages,specialty bar,,,,,,,,,
sausage,pastry,,,,,,,,,
specialty chocolate,soda,curd,female sanitary products,,,,,,,
rolls/buns,cling film/bags,,,,,,,,,
canned vegetables,root vegetables,cake bar,,,,,,,,
pork,rum,,,,,,,,,
canned beer,tropical fruit,fruit/vegetable juice,shopping bags,,,,,,,
rolls/buns,other vegetables,soft cheese,,,,,,,,
sausage,sugar,semi-finished bread,,,,,,,,
whole milk,root vegetables,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
rolls/buns,domestic eggs,rolls/buns,,,,,,,,
dessert,dishes,,,,,,,,,
root vegetables,soft cheese,yogurt,bottled water,,,,,,,
rolls/buns,soft cheese,,,,,,,,,
bottled beer,soda,,,,,,,,,
flower (seeds),bottled water,,,,,,,,,
meat,dishes,,,,,,,,,
yogurt,fruit/vegetable juice,,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
bottled water,frozen vegetables,frozen vegetables,UHT-milk,,,,,,,
onions,soda,,,,,,,,,
margarine,mayonnaise,,,,,,,,,
misc. beverages,newspapers,,,,,,,,,
canned beer,berries,,,,,,,,,
pastry,napkins,,,,,,,,,
tropical fruit,bottled water,long life bakery product,,,,,,,,
citrus fruit,butter,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
beverages,domestic eggs,,,,,,,,,
yogurt,whole milk,,,,,,,,,
sausage,pasta,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
meat,soda,,,,,,,,,
napkins,photo/film,dessert,,,,,,,,
misc. beverages,cling film/bags,curd,,,,,,,,
pastry,berries,,,,,,,,,
beef,tea,oil,,,,,,,,
chicken,male cosmetics,,,,,,,,,
root vegetables,canned beer,,,,,,,,,
canned beer,root vegetables,,,,,,,,,
sausage,sausage,tropical fruit,pip fruit,,,,,,,
bottled beer,rolls/buns,other vegetables,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
sausage,whole milk,,,,,,,,,
pot plants,pip fruit,,,,,,,,,
beverages,newspapers,,,,,,,,,
hamburger meat,soda,,,,,,,,,
male cosmetics,canned beer,,,,,,,,,
sausage,soda,,,,,,,,,
cat food,shopping bags,,,,,,,,,
beef,berries,,,,,,,,,
liver loaf,frozen vegetables,soda,curd,,,,,,,
butter,waffles,,,,,,,,,
salty snack,chocolate,,,,,,,,,
bottled water,root vegetables,bottled water,,,,,,,,
cat food,bottled beer,beef,brown bread,margarine,rolls/buns,,,,,
root vegetables,packaged fruit/vegetables,,,,,,,,,
other vegetables,tropical fruit,onions,cream cheese ,root vegetables,root vegetables,yogurt,,,,
grapes,frozen vegetables,,,,,,,,,
whole milk,soda,tea,,,,,,,,
rolls/buns,sugar,,,,,,,,,
processed cheese,fruit/vegetable juice,frozen meals,cat food,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
bottled beer,shopping bags,,,,,,,,,
pastry,frozen dessert,,,,,,,,,
butter milk,bottled beer,,,,,,,,,
nuts/prunes,white wine,,,,,,,,,
pork,rolls/buns,,,,,,,,,
rolls/buns,semi-finished bread,,,,,,,,,
bottled water,other vegetables,coffee,soda,,,,,,,
root vegetables,fruit/vegetable juice,,,,,,,,,
newspapers,whipped/sour cream,bottled water,curd cheese,,,,,,,
bottled water,shopping bags,,,,,,,,,
whole milk,hard cheese,,,,,,,,,
frozen potato products,root vegetables,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
long life bakery product,newspapers,,,,,,,,,
UHT-milk,other vegetables,,,,,,,,,
hamburger meat,soda,,,,,,,,,
whole milk,pip fruit,tropical fruit,soda,,,,,,,
candy,whipped/sour cream,,,,,,,,,
tropical fruit,other vegetables,rice,,,,,,,,
meat,citrus fruit,pip fruit,other vegetables,,,,,,,
male cosmetics,roll products ,pastry,,,,,,,,
cream cheese ,cream cheese ,,,,,,,,,
berries,red/blush wine,,,,,,,,,
UHT-milk,berries,shopping bags,,,,,,,,
other vegetables,ice cream,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
domestic eggs,berries,,,,,,,,,
meat,cream cheese ,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
whole milk,soda,yogurt,,,,,,,,
tropical fruit,soups,,,,,,,,,
ham,UHT-milk,,,,,,,,,
berries,brown bread,,,,,,,,,
pork,beef,beef,bottled water,salty snack,flour,instant coffee,,,,
whole milk,onions,,,,,,,,,
sugar,fruit/vegetable juice,,,,,,,,,
canned beer,white bread,male cosmetics,chocolate,,,,,,,
yogurt,canned beer,,,,,,,,,
root vegetables,whole milk,napkins,,,,,,,,
chewing gum,pot plants,,,,,,,,,
sausage,whole milk,dessert,,,,,,,,
whole milk,oil,,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
herbs,citrus fruit,,,,,,,,,
tropical fruit,rolls/buns,fruit/vegetable juice,canned beer,,,,,,,
dessert,sliced cheese,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
pickled vegetables,UHT-milk,long life bakery product,,,,,,,,
liquor,tropical fruit,other vegetables,,,,,,,,
tropical fruit,zwieback,,,,,,,,,
coffee,hygiene articles,yogurt,,,,,,,,
bottled water,dishes,,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
coffee,pip fruit,,,,,,,,,
whole milk,soups,,,,,,,,,
newspapers,root vegetables,margarine,,,,,,,,
rolls/buns,soda,chocolate,,,,,,,,
whole milk,specialty chocolate,,,,,,,,,
pot plants,coffee,rolls/buns,hard cheese,,,,,,,
fruit/vegetable juice,detergent,,,,,,,,,
misc. beverages,coffee,,,,,,,,,
citrus fruit,pip fruit,beverages,,,,,,,,
sausage,bottled beer,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
chicken,yogurt,newspapers,shopping bags,rolls/buns,domestic eggs,,,,,
pork,pip fruit,,,,,,,,,
chicken,other vegetables,,,,,,,,,
pork,margarine,sugar,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
chocolate,mustard,rolls/buns,,,,,,,,
whole milk,hard cheese,,,,,,,,,
whole milk,domestic eggs,bottled beer,bottled beer,,,,,,,
hygiene articles,bottled water,,,,,,,,,
beef,grapes,,,,,,,,,
pet care,long life bakery product,,,,,,,,,
other vegetables,mustard,,,,,,,,,
rolls/buns,salty snack,brown bread,cream cheese ,,,,,,,
waffles,spread cheese,,,,,,,,,
fruit/vegetable juice,other vegetables,,,,,,,,,
salty snack,dessert,,,,,,,,,
tropical fruit,tropical fruit,whole milk,,,,,,,,
rolls/buns,oil,,,,,,,,,
whole milk,frankfurter,candles,grapes,herbs,other vegetables,yogurt,,,,
pip fruit,soda,,,,,,,,,
tropical fruit,pork,whole milk,salt,,,,,,,
frankfurter,soda,,,,,,,,,
frozen meals,canned vegetables,other vegetables,turkey,,,,,,,
tropical fruit,finished products,whole milk,fruit/vegetable juice,rolls/buns,,,,,,
pork,butter,,,,,,,,,
whipped/sour cream,domestic eggs,,,,,,,,,
white wine,dessert,,,,,,,,,
frozen potato products,chocolate marshmallow,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
canned beer,sausage,other vegetables,rolls/buns,,,,,,,
citrus fruit,pork,other vegetables,yogurt,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
canned beer,whole milk,other vegetables,,,,,,,,
soda,meat,,,,,,,,,
bottled beer,liver loaf,bottled water,pastry,,,,,,,
rolls/buns,brown bread,,,,,,,,,
spread cheese,tropical fruit,domestic eggs,bottled water,,,,,,,
other vegetables,butter,,,,,,,,,
bottled beer,fruit/vegetable juice,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
ham,UHT-milk,margarine,,,,,,,,
frankfurter,whipped/sour cream,,,,,,,,,
beef,chicken,newspapers,organic products,chocolate,,,,,,
rolls/buns,oil,beverages,bottled water,,,,,,,
berries,sausage,tropical fruit,butter,,,,,,,
chicken,pork,newspapers,,,,,,,,
napkins,margarine,,,,,,,,,
tropical fruit,berries,,,,,,,,,
chicken,vinegar,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
ice cream,soda,,,,,,,,,
onions,ice cream,,,,,,,,,
rolls/buns,pastry,,,,,,,,,
pastry,curd,bottled beer,,,,,,,,
curd,coffee,,,,,,,,,
frankfurter,ham,tropical fruit,misc. beverages,tropical fruit,photo/film,specialty chocolate,frozen fish,,,
chicken,soda,,,,,,,,,
tropical fruit,whole milk,other vegetables,long life bakery product,,,,,,,
pip fruit,citrus fruit,,,,,,,,,
pork,domestic eggs,,,,,,,,,
liquor (appetizer),candy,misc. beverages,,,,,,,,
whole milk,brown bread,root vegetables,roll products ,,,,,,,
frozen meals,canned beer,,,,,,,,,
packaged fruit/vegetables,liquor,shopping bags,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
frankfurter,pastry,,,,,,,,,
detergent,tropical fruit,soda,margarine,,,,,,,
pork,rolls/buns,,,,,,,,,
tropical fruit,beverages,,,,,,,,,
pastry,onions,,,,,,,,,
chicken,other vegetables,bathroom cleaner,chicken,grapes,fruit/vegetable juice,fruit/vegetable juice,soda,,,
margarine,brown bread,,,,,,,,,
sausage,bottled beer,,,,,,,,,
packaged fruit/vegetables,herbs,,,,,,,,,
rolls/buns,rum,,,,,,,,,
soda,waffles,,,,,,,,,
chicken,margarine,yogurt,,,,,,,,
coffee,whole milk,mustard,,,,,,,,
whipped/sour cream,ice cream,,,,,,,,,
other vegetables,tropical fruit,seasonal products,butter,shopping bags,,,,,,
other vegetables,candy,,,,,,,,,
whole milk,whipped/sour cream,whole milk,yogurt,whipped/sour cream,,,,,,
canned beer,rolls/buns,,,,,,,,,
bottled water,tropical fruit,domestic eggs,,,,,,,,
whole milk,napkins,flour,,,,,,,,
soda,chewing gum,,,,,,,,,
finished products,flower (seeds),,,,,,,,,
beverages,other vegetables,brown bread,,,,,,,,
canned beer,nuts/prunes,,,,,,,,,
shopping bags,whole milk,,,,,,,,,
frankfurter,bottled water,,,,,,,,,
beef,berries,root vegetables,,,,,,,,
rolls/buns,soda,curd,dessert,,,,,,,
instant coffee,newspapers,,,,,,,,,
pip fruit,soda,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
